first name,email id,quantity,events,attendee status,college name,how did you come to know about this event?,designation,year of graduation,city,cgpa,experience with python (months),family income,expected salary (lac),leadership- skills,family_income_calculated
crystal,crystal@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2023,Pali,7.4,3,0-2 Lakh,21,no,2
jimmy,jimmy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2024,Sikar,8.3,7,0-2 Lakh,5,no,2
diana,diana@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2025,Ahemdabad,7.4,5,0-2 Lakh,21,no,2
denise,denise@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2025,Amreli,6.7,6,0-2 Lakh,23,no,2
tristan,tristan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Whatsapp,B.Tech,2024,Dwarka,7.3,3,0-2 Lakh,9,no,2
tressie,tressie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,Whatsapp,B.Tech,2023,Godhra,9.7,7,2-5 Lakh,17,yes,5
erinn,erinn@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2024,Tirupati,7.1,7,2-5 Lakh,19,no ,5
adell,adell@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Students,2024,Vijaywada,8.7,3,2-5 Lakh,18,yes,5
roderick,roderick@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Whatsapp,Students,2025,Eluru,8.7,5,2-5 Lakh,23,yes,5
tim,tim@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2025,Guwahati,8.2,5,2-5 Lakh,5,no,5
phillis,phillis@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,Students,2023,Tezpur,7.1,6,2-5 Lakh,9,no,5
monte,monte@xyz.com,1,Internship Program(IP) Success Conclave,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,Students,2024,Sivasagar,8.5,7,2-5 Lakh,9,yes,5
todd,todd@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Computer Engineer,2026,Burani,9.1,7,0-2 Lakh,17,no,2
katie,katie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2024,Dehri,9.5,6,0-2 Lakh,19,no,2
jake,jake@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2025,Chapra,6.7,5,2-5 Lakh,11,no,5
wade,wade@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Whatsapp,Students,2023,Darbhanga,6.7,3,5-7 Lakh,15,no,7
pat,pat@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Whatsapp,Engineering ,2025,Gaya,8.2,5,7 Lakh+,19,no,7
kristopher,kristopher@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Whatsapp,Students,2023,Jamalpur,8.7,7,0-2 Lakh,12,yes,2
kirk,kirk@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2024,Kaithar,9.1,5,0-2 Lakh,23,no ,2
harrison,harrison@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2026,Motihari,8.9,3,0-2 Lakh,8,no ,2
milan,milan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Students,2023,Munger,7.4,5,2-5 Lakh,9,yes,5
adrian,adrian@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2025,Patna,7.3,5,5-7 Lakh,7,yes,7
beth,beth@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2025,Sasaram,9.2,7,0-2 Lakh,19,no,2
mazie,mazie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2024,Siwan,7.8,5,0-2 Lakh,25,no,2
junior,junior@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2023,Chandigarh,7.9,7,0-2 Lakh,22,yes,2
abdul,abdul@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2026,Bhilai,8.1,3,0-2 Lakh,9,no,2
gabriel,gabriel@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2025,Durg,9.5,3,0-2 Lakh,20,no,2
damien,damien@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Engineering ,2024,Raipur,9.8,6,0-2 Lakh,15,no,2
bonita,bonita@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2024,Daman,9.6,3,0-2 Lakh,17,no,2
andres,andres@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Intern,2025,Diu,9.6,7,0-2 Lakh,19,yes,2
angelica,angelica@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Whatsapp,Students,2023,Silvassa,6.2,5,0-2 Lakh,13,yes,2
sam,sam@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,Whatsapp,Students,2023,Delhi,9.1,5,0-2 Lakh,11,no ,2
israel,israel@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2026,New Delhi,7.2,7,0-2 Lakh,12,no ,2
samantha,samantha@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Whatsapp,Computer applications,2024,Panji,9.5,3,2-5 Lakh,10,yes,5
bradley,bradley@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2023,Madgaon,6.8,7,5-7 Lakh,10,yes,7
isaac,isaac@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Students,2025,Ahemdabad,8.4,7,7 Lakh+,10,no,7
hermelinda,hermelinda@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Whatsapp,Engineering ,2025,Amreli,9.9,7,0-2 Lakh,15,no,2
alexis,alexis@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2023,Dwarka,6.6,5,0-2 Lakh,12,no,2
lottie,lottie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2024,Godhra,6.7,6,0-2 Lakh,20,yes,2
lizzie,lizzie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2024,Jamnagar,7.6,6,0-2 Lakh,21,no,2
roxie,roxie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2023,Junagadh,8.3,5,2-5 Lakh,9,no,5
wanda,wanda@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2026,Morbi,8.9,6,7 Lakh+,8,no,7
charisse,charisse@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2023,Nadiad,9.5,6,0-2 Lakh,14,no,2
trent,trent@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2025,Navsari,8.5,6,0-2 Lakh,21,yes,2
devon,devon@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Engineering ,2024,Okha,8.5,7,0-2 Lakh,5,yes,2
janice,janice@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Whatsapp,Students,2024,Rajkot,8.8,7,0-2 Lakh,16,no ,2
lina,lina@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,Whatsapp,Students,2023,Surat,7.9,5,0-2 Lakh,21,no ,2
birdie,birdie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Whatsapp,Engineering ,2023,Valsad,7.5,7,0-2 Lakh,8,yes,2
clifford,clifford@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Whatsapp,Data Science and Analyst,2026,Ambala,8.3,6,0-2 Lakh,7,yes,2
alfonso,alfonso@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2025,Chandigarh,6.4,5,0-2 Lakh,20,no,2
shawn,shawn@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Engineering ,2025,Faridabad,7.5,6,0-2 Lakh,9,no,2
marlene,marlene@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Whatsapp,Students,2024,Gurugram,7.7,6,0-2 Lakh,13,no,2
alvin,alvin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Civil Engineering,2024,Hisar,9.9,6,2-5 Lakh,24,yes,5
essie,essie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2023,Jind,7.6,3,5-7 Lakh,17,no,7
dann,dann@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2023,Kaithal,7.9,3,7 Lakh+,11,no,7
gwendolyn,gwendolyn@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Whatsapp,Students,2024,Rewari,9.2,3,0-2 Lakh,9,no,2
krystle,krystle@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Whatsapp,Students,2025,Rohtak,7.6,7,0-2 Lakh,8,yes,2
cheryle,cheryle@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2023,Sirsa,8.7,7,2-5 Lakh,7,yes,5
pam,pam@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Whatsapp,Students,2023,Sonipat,9.5,3,5-7 Lakh,25,no ,7
peg,peg@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2025,Chamba,6.9,6,7 Lakh+,21,no ,7
lovella,lovella@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2024,Kangra,9.2,3,0-2 Lakh,30,yes,2
quincy,quincy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2026,Hamirpur,6.9,6,0-2 Lakh,24,yes,2
meghan,meghan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Engineering ,2024,kullu,7.2,8,0-2 Lakh,8,no,2
mariah,mariah@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2023,Mandi,7.5,8,0-2 Lakh,19,no,2
loretta,loretta@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Intern,2023,Una,7.5,5,0-2 Lakh,17,yes,2
rosalind,rosalind@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st.francis institute of technology,Whatsapp,Students,2025,Anantnag,6.9,6,0-2 Lakh,18,no,2
dixie,dixie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Whatsapp,Intern,2023,Gulmarg,7.3,6,0-2 Lakh,8,no,2
dena,dena@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"mit academy of engineering ,alandi",Whatsapp,Engineering ,2024,Jammu,6.7,8,0-2 Lakh,8,no,2
barry,barry@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Students,2025,Punch,8.7,6,0-2 Lakh,8,yes,2
jocelyn,jocelyn@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Whatsapp,Graphic designer ,2023,Rajouri,6.7,3,0-2 Lakh,8,yes,2
doug,doug@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Intern,2024,Srinagar,9.0,5,0-2 Lakh,9,no ,2
courtney,courtney@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2025,Udhampur,7.2,6,0-2 Lakh,9,no ,2
major,major@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,BE,2023,Badmi,8.5,5,0-2 Lakh,17,yes,2
cordie,cordie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,Students,2026,Ballari,6.5,3,0-2 Lakh,13,yes,2
bette,bette@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Mechanical Engineer,2024,Bengaluru,6.6,8,0-2 Lakh,11,no,2
rafael,rafael@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Intern,2025,Belgavi,9.5,8,0-2 Lakh,15,no,2
margarita,margarita@xyz.com,1,Internship Program(IP) Success Conclave,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Web Development,2024,Bidar,8.1,8,0-2 Lakh,19,no,2
hattie,hattie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,silicon institute of technology,Whatsapp,Data Science and Analyst,2023,Hasan,9.7,5,0-2 Lakh,18,yes,2
reynaldo,reynaldo@xyz.com,1,Internship Program(IP) Success Conclave,Attending,adhiyamaan college of engineering,Whatsapp,Students,2023,Kolar,9.3,5,0-2 Lakh,12,no,2
nicolas,nicolas@xyz.com,1,Internship Program(IP) Success Conclave,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2025,Mysuru,9.1,3,0-2 Lakh,23,no,2
curt,curt@xyz.com,1,Internship Program(IP) Success Conclave,Attending,pillai college of engineering new panvel,Whatsapp,Intern,2024,Kochi,7.6,6,0-2 Lakh,8,no,2
dustin,dustin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,st xavier's college ,Whatsapp,Students,2024,Kollam,7.8,8,0-2 Lakh,9,no,2
octavio,octavio@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,IT,2023,Bhopal,8.5,5,0-2 Lakh,13,yes,2
yuko,yuko@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2023,Dhar,8.7,8,0-2 Lakh,19,yes,2
ernest,ernest@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Intern,2025,Indore,8.3,8,0-2 Lakh,25,no ,2
troy,troy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Asst. Professor,2024,Guna,9.4,3,0-2 Lakh,22,no ,2
minnie,minnie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,CSE,2025,Gwalior,8.6,6,0-2 Lakh,6,yes,2
myra,myra@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Engineering ,2024,Narwar,8.5,8,0-2 Lakh,9,yes,2
shawna,shawna@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2023,Orchha,9.1,8,7 Lakh+,20,no,7
jeffry,jeffry@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2023,Sagar,7.7,5,0-2 Lakh,15,no,2
tyler,tyler@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"vishwakarma institute of technology, pune",Whatsapp,Intern,2024,Ujjain,7.2,3,0-2 Lakh,19,yes,2
loreta,loreta@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2024,Vidisha,7.6,5,0-2 Lakh,13,no,2
lona,lona@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2023,Akola,7.3,3,0-2 Lakh,11,no,2
toni,toni@xyz.com,1,Internship Program(IP) Success Conclave,Attending,new horizon institute of technology and management ,Whatsapp,Students,2025,Bhandara,9.4,6,0-2 Lakh,16,no,2
agnes,agnes@xyz.com,1,Internship Program(IP) Success Conclave,Attending,late g. n. sapkal college of engineering,Whatsapp,MTech,2024,Bhsawal,6.6,3,0-2 Lakh,10,no,2
wesley,wesley@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2025,Bid,6.6,3,0-2 Lakh,10,yes,2
oscar,oscar@xyz.com,1,Internship Program(IP) Success Conclave,Attending,a. c. patil college of engineering,Whatsapp,Founder,2023,Dhule,7.7,5,0-2 Lakh,12,no ,2
darwin,darwin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,wilson college ,Whatsapp,Students,2026,Jalgaon,8.1,3,0-2 Lakh,20,no ,2
wiley,wiley@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Intern,2023,Kalyan,7.9,6,0-2 Lakh,21,yes,2
elaine,elaine@xyz.com,1,Internship Program(IP) Success Conclave,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2025,Thane,7.1,6,0-2 Lakh,9,yes,2
rosalie,rosalie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2024,Navi Mumbai,8.3,3,0-2 Lakh,9,no,2
brittney,brittney@xyz.com,1,Internship Program(IP) Success Conclave,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2024,Mumbai,7.7,8,0-2 Lakh,8,no,2
margret,margret@xyz.com,1,Internship Program(IP) Success Conclave,Attending,government polytechnic gandhinagar,Whatsapp,Students,2023,Nagpur,8.0,3,0-2 Lakh,7,no,2
vicente,vicente@xyz.com,1,Internship Program(IP) Success Conclave,Attending,d y patil institute of mca and management akurdi pune,Whatsapp,Students,2026,Kolhapur,9.4,8,7 Lakh+,18,no,7
vara,vara@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2024,Sangrur,7.3,8,0-2 Lakh,8,no,2
shaikh,shaikh@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,Whatsapp,Students,2024,Jaipur,8.4,8,0-2 Lakh,21,no,2
yadav,yadav@xyz.com,1,Skill and Employability Enhancement,Attending,d y patil institute of mca and management akurdi pune,Whatsapp,Students,2024,Jhalwar,9.2,3,0-2 Lakh,24,no,2
gupta,gupta@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,Whatsapp,Students,2024,Sikar,7.6,3,0-2 Lakh,17,no ,2
ashok,ashok@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2024,Gonda,7.2,8,0-2 Lakh,8,yes,2
dhara,dhara@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2024,Ghazipur,7.1,3,0-2 Lakh,9,no,2
prakash,prakash@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,Whatsapp,Students,2023,Ghaziabad,8.0,8,0-2 Lakh,9,no,2
sunil,sunil@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2024,Kanpur,8.8,6,0-2 Lakh,12,no ,2
shah,shah@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2023,Lucknow,9.3,3,0-2 Lakh,23,yes,2
kishor,kishor@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Email,Students,2026,Palashi,9.9,5,0-2 Lakh,15,yes,2
sawarkar,sawarkar@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Youtube,Students,2024,Siliguri,7.1,3,0-2 Lakh,19,no ,2
kailas,kailas@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2023,Talmuk,7.4,8,0-2 Lakh,12,yes,2
sopan,sopan@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2023,Talmuk,8.3,3,0-2 Lakh,10,no,2
sharma,sharma@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2024,Siuri,7.4,6,0-2 Lakh,10,no,2
ranjeet,ranjeet@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2025,Sagar,9.7,6,0-2 Lakh,26,no,2
ramesh,ramesh@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2025,Satna,7.9,8,0-2 Lakh,20,no,2
dilip,dilip@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,Whatsapp,Students,2024,Vidisha,7.1,6,0-2 Lakh,9,no,2
gajanan,gajanan@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2025,Buldhana,8.5,5,0-2 Lakh,16,yes,2
singh,singh@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2024,Dhule,9.1,5,0-2 Lakh,21,yes,2
ankush,ankush@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2026,Nanded,9.1,8,7 Lakh+,17,no,7
nilesh,nilesh@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2023,Mahe,8.9,6,0-2 Lakh,11,no,2
prajapati,prajapati@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2023,Barmer,7.9,8,0-2 Lakh,25,yes,2
rajaram,rajaram@xyz.com,1,Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2025,Kota,9.6,8,0-2 Lakh,21,no,2
arun,arun@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,Whatsapp,Students,2023,Sikar,9.1,6,0-2 Lakh,18,no,2
nagendra,nagendra@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2023,Ahemdabad,7.2,3,0-2 Lakh,9,no,2
santosh,santosh@xyz.com,1,Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,Students,2024,Jamnagar,9.9,5,0-2 Lakh,8,no ,2
ajaykumar,ajaykumar@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2023,Junagadh,6.6,6,0-2 Lakh,6,no ,2
subhash,subhash@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2025,Kheda,6.7,5,0-2 Lakh,7,yes,2
mahendra,mahendra@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2024,Valsad,8.5,5,0-2 Lakh,7,no,2
nita,nita@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2024,Aligarh,7.7,6,0-2 Lakh,8,no,2
patel,patel@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,Whatsapp,Students,2025,Gonda,7.4,3,0-2 Lakh,9,no,2
ramchandra,ramchandra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2025,Deoria,9.2,6,0-2 Lakh,20,no,2
ravindra,ravindra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,Students,2026,Lucknow,6.5,8,0-2 Lakh,9,no ,2
khedekar,khedekar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Students,2024,Malda,7.2,6,0-2 Lakh,23,no,2
rajendra,rajendra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,Whatsapp,Students,2025,Santipur,6.5,8,0-2 Lakh,7,yes,2
tanaji,tanaji@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2025,Titagrah,7.6,6,0-2 Lakh,8,no,2
priti,priti@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st.francis institute of technology,Whatsapp,Students,2023,Satna,8.5,3,0-2 Lakh,17,no,2
dattatray,dattatray@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,Whatsapp,Students,2024,Ujjain,8.7,3,0-2 Lakh,13,no,2
ramchandra,ramchandra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2024,Akola,9.4,6,0-2 Lakh,15,no,2
vasant,vasant@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2023,Bhandara,8.5,8,0-2 Lakh,18,yes,2
dattatray,dattatray@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2024,Navi Mumbai,9.4,5,0-2 Lakh,25,no,2
ramnath,ramnath@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2025,Mumbai,6.6,8,0-2 Lakh,22,yes,2
aryan,aryan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,Whatsapp,Students,2023,Mahe,7.7,6,0-2 Lakh,20,no,2
tanaji,tanaji@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2025,Amer,7.7,3,0-2 Lakh,11,no ,2
bhausaheb,bhausaheb@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2023,Barmer,8.0,8,0-2 Lakh,12,no ,2
ravi,ravi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2023,Jhalwar,6.7,6,0-2 Lakh,15,no,2
